index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
1677,tm226320,Kara Bela,MOVIE,"After the death of his wife and father, Kudret, who has always lived by the book, decides to go on a road trip to save a girl.",2015,PG-13,100,tt5274684,6.8,8920.0
1679,ts36741,Fartsa,SHOW,"An epic saga which takes place over a long time span from 1961 to 1991. From the midpoint of the story we view the friendship of four boys. In season main heroes are in their 20's, they are childhood friends, and for the sake of their friendship they are ready to sacrifice anything. Everyone has their own dreams, but their circumstances will take them on a difficult path and they will be forced into all kinds of underground economic dealings in the early 60s. And, worst of all - they are successful in this business. And the more successful they are, the further they get from their real dreams.",2015,TV-14,60,tt4567218,6.7,195.0
1681,ts35963,Singles Villa,SHOW,"Love thy neighbor? Think again! Singles Villa may be the hottest apartment complex around, but all its tenants face eviction if they fall in love with one another. Residents Qiao Sheng Yu and Jiang Ke Xin agree to these terms â€” up until they fall in love, that is. On top of making sure that whatever happens behind closed doors stays behind closed doors, things get even trickier for these loving neighbors when Ke Xin's former sweetheart Chi Bo Yuan turns up on her doorstep.",2015,TV-14,45,tt5053036,7.7,28.0
1683,tm571645,Sommore: The Reign Continues,MOVIE,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina.",2015,R,93,tt4172758,6.9,76.0
1691,tm207734,Chris D'Elia: Incorrigible,MOVIE,"Comedian and actor Chris Dâ€™Elia, known for his dynamic physical comedy, explains why the NFL would be way more entertaining if it were real lions, bears and Vikings battling each other, that babies are the worst prize ever, and that you should never ask a Cuban directions unless youâ€™re ready for the best time of your life.",2015,R,83,tt4624852,6.4,1535.0
1696,ts249161,Tariqi: My Way,SHOW,"In the 1970s, ""Dalila"" is suffering from oppression and injustice by her aristocratic mother because ""Dalila"" insists to be a famous singer. Meanwhile, our hero experiences two love stories that will her who's in her side in the path of glory and fame.",2015,TV-14,42,tt5528490,7.2,143.0
1697,tm252609,'76,MOVIE,"Nollywood superstars Ramsey Nouah, Rita Dominic, and Chidi Mokeme headline this gripping drama set against the backdrop of the attempted 1976 military coup against the government of General Murtala Mohammed.",2016,PG-13,118,tt2385126,5.6,220.0
1698,ts248736,The Governor,SHOW,"The Governor"" is the riveting tale of Angela Ochello, the Deputy Governor of Savannah State, who with no governorship ambitions finds herself suddenly entangled in a web of political intrigue after the untimely death of the incumbent Governor. As audiences embark on this journey with Angela, they get to see how with the help of her trusted Chief of Staff, she learns how to maneuver through the rough and shark-infested waters of politics whilst balancing the demands of her matrimonial home.",2016,TV-14,45,tt7128052,7.4,100.0
1704,ts53513,Back to 1989,SHOW,"A young successful young man has always felt something missing in his life because he never knew his father. At 26, Che Chen is already a successful assistant manager for an investment trust. But he was raised by his single mother Chen Mu and never knew the identity of his father, and that void has been nagging at him. But a freak accident sends Che back 27 years into the past, to the year before he was born. When he meets 22-year-old Zhen Zhen Ye, Che realizes that this naÃ¯ve and trusting young woman is his mother's best friend! When Che realizes that anything he does in the year 1989 could alter his motherâ€™s future, will he do anything to alter the course of his own life?",2016,TV-14,44,tt6273088,8.0,106.0
1705,tm232090,Snervous Tyler Oakley,MOVIE,"After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",2015,PG-13,82,tt5073746,5.4,473.0
1708,tm296203,A Chaster Marriage,MOVIE,"In love with Duygu, as well as with his favorite football team, Zafer is one of those grown-up men who never really grow up. One day, he finds himself forced into a marriage by his father, and despite his many funny attempts to get out of the marriage, Zaferâ€™s plans yield no result. Can Zafer understand the meaning of true love before the final whistle blows?",2016,PG-13,93,tt6379048,5.4,874.0
1710,tm350727,Hajwala: The Missing Engine,MOVIE,"Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",2016,R,96,tt6200274,2.1,250.0
1713,ts38703,My Little Baby,SHOW,"Cha Jung Han is a detective for a special investigation team. He is busy with investigating violent cases including drugs and gangs, but one day he takes in his niece, Eun Ae and struggles to raise her. Meanwhile, Han Ye Seul is a single mother who raises her 5-years-old son alone. She is Cha Jung-Hanâ€™s first love.",2016,TV-PG,37,tt5546516,6.9,103.0
1714,ts83449,Love Storm,SHOW,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,2016,TV-14,87,tt6093070,5.5,325.0
1719,tm239078,Jada,MOVIE,"Jada is 7 years old. Jada lives alone on Venice Beach. By following her through a day in her life, the story of who she is, why she is there, and who the man is that has come looking for her unfolds.",2016,PG-13,16,tt9769714,5.3,157.0
1720,ts53864,Ozark,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,TV-MA,60,tt5071412,8.5,278223.0
1721,ts77795,Derry Girls,SHOW,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",2018,TV-MA,25,tt7120662,8.4,28718.0
1722,ts56683,The Sinner,SHOW,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",2017,TV-MA,45,tt6048596,7.9,117055.0
1723,tm239091,Blade Runner 2049,MOVIE,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,R,164,tt1856101,8.0,539864.0
1724,ts55668,Dark,SHOW,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,tt5753856,8.699999999999998,354443.0
1725,tm310953,Sorry to Bother You,MOVIE,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success â€“ which propels him into a macabre universe.",2018,R,111,tt5688932,6.9,75653.0
1726,tm232797,Dunkirk,MOVIE,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017,PG-13,107,tt5013056,7.8,619645.0
1727,tm244259,Wind River,MOVIE,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,2017,R,106,tt6185846,7.7,240408.0
1728,tm315344,Molly's Game,MOVIE,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",2017,R,140,tt4209788,7.4,165817.0
1729,ts53023,Riverdale,SHOW,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdaleâ€™s wholesome facade.",2017,TV-14,42,tt5420376,6.7,139154.0
1730,ts81064,Legacies,SHOW,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelsonâ€™s daughter, 17-year-old Hope Mikaelson, Alaric Saltzmanâ€™s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",2018,TV-14,42,tt8103070,7.3,28877.0
1731,ts42405,Mindhunter,SHOW,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,tt5290382,8.6,261429.0
1732,tm318206,Den of Thieves,MOVIE,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,2018,R,140,tt1259528,7.0,107701.0
1733,ts83970,All American,SHOW,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",2018,TV-14,42,tt7414406,7.6,9704.0
1734,tm315174,Phantom Thread,MOVIE,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",2017,R,130,tt5776858,7.4,128600.0
1735,ts81294,Manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42,tt8421350,7.1,50145.0
1736,ts78305,Elite,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,TV-MA,48,tt7134908,7.4,73062.0
1737,ts78801,Cobra Kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31,tt7221388,8.6,163858.0
1738,ts79813,You,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47,tt7335184,7.7,225949.0
1739,ts77398,Lost in Space,SHOW,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2018,TV-PG,49,tt5232792,7.3,96868.0
1740,ts56768,Money Heist,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017,TV-MA,50,tt6468322,8.3,450797.0
